id,nombre,apellido,email,telefono,distrito,fecha_nacimiento,fecha_registro,activo
19245,Matías,Herranz,usuario19245@ejemplo.com,090727552,Miraflores,1977-07-15,2026-01-02 00:00:00,True
19246,Amarilis,Madrid,usuario19246@ejemplo.com,434777833,San Juan de Lurigancho,1974-04-18,2026-01-22 00:00:00,True
19247,Anita,Sáenz,usuario19247@ejemplo.com,326225068,Pueblo Libre,2008-07-28,2026-01-07 00:00:00,True
19248,Patricio,Gimenez,usuario19248@ejemplo.com,002192727,Magdalena,1996-03-06,2023-11-12 00:00:00,True
19249,Ciríaco,Orozco,usuario19249@ejemplo.com,805548143,Pueblo Libre,2002-08-23,2024-07-07 00:00:00,True
19250,Amparo,Márquez,usuario19250@ejemplo.com,946596326,Barranco,1961-02-22,2025-12-24 00:00:00,True
19251,Nilda,Figueroa,usuario19251@ejemplo.com,049923162,Magdalena,1976-03-10,2024-12-02 00:00:00,True
19252,Jennifer,Castelló,usuario19252@ejemplo.com,090461908,Magdalena,1992-05-14,2025-11-05 00:00:00,True
19253,Emelina,Acosta,usuario19253@ejemplo.com,675111839,San Juan de Lurigancho,1963-03-09,2026-02-26 00:00:00,True
19254,Concha,Escribano,usuario19254@ejemplo.com,733121847,La Molina,1978-10-29,2023-10-09 00:00:00,True
19255,Saturnina,Verdú,usuario19255@ejemplo.com,707348344,Magdalena,1981-02-11,2026-01-15 00:00:00,True
19256,Custodio,Pascual,usuario19256@ejemplo.com,962364170,Surco,1995-09-29,2024-09-08 00:00:00,True
19257,Melania,Herranz,usuario19257@ejemplo.com,307216010,Callao,1994-02-23,2025-07-08 00:00:00,True
19258,Flora,Balaguer,usuario19258@ejemplo.com,562530267,Lince,1979-12-21,2024-03-16 00:00:00,True
19259,Herminia,Ribes,usuario19259@ejemplo.com,449450174,La Molina,1998-08-01,2025-12-25 00:00:00,True
19260,Sebastian,Barral,usuario19260@ejemplo.com,344659882,Lince,2007-06-21,2024-08-22 00:00:00,True
19261,Ernesto,Vilaplana,usuario19261@ejemplo.com,884203408,Pueblo Libre,1962-08-06,2024-01-17 00:00:00,True
19262,Silvia,Soto,usuario19262@ejemplo.com,431756429,Surco,2007-04-03,2024-05-31 00:00:00,True
19263,Rosalva,Manzano,usuario19263@ejemplo.com,453335601,Callao,1999-04-24,2026-01-09 00:00:00,True
19264,Sergio,Villar,usuario19264@ejemplo.com,866871881,Pueblo Libre,2004-04-12,2024-02-03 00:00:00,True
19265,Anna,Salcedo,usuario19265@ejemplo.com,507775669,Barranco,1960-02-14,2026-01-10 00:00:00,True
19266,Eliana,Malo,usuario19266@ejemplo.com,421313292,La Molina,1963-05-22,2024-03-08 00:00:00,True
19267,Ariadna,Herrero,usuario19267@ejemplo.com,232987835,Barranco,1978-09-29,2024-05-22 00:00:00,True
19268,Antonio,Rocamora,usuario19268@ejemplo.com,922608739,San Borja,1972-03-01,2024-12-29 00:00:00,True
19269,Ariel,Muro,usuario19269@ejemplo.com,417953867,Jesús María,1987-10-17,2025-12-01 00:00:00,True
19270,Nidia,Cuéllar,usuario19270@ejemplo.com,038520511,Barranco,1963-01-24,2024-01-03 00:00:00,True
19271,Rosario,Briones,usuario19271@ejemplo.com,991378918,Jesús María,2001-04-27,2025-01-22 00:00:00,True
19272,Delia,Ramírez,usuario19272@ejemplo.com,690659974,Surco,1971-01-20,2024-09-01 00:00:00,True
19273,Sandra,Nieto,usuario19273@ejemplo.com,628409926,Callao,1983-06-20,2026-02-04 00:00:00,True
19274,Omar,Ródenas,usuario19274@ejemplo.com,080102569,Magdalena,2004-10-22,2023-12-15 00:00:00,True
19275,Gloria,Armengol,usuario19275@ejemplo.com,709351421,San Isidro,1959-05-05,2025-10-09 00:00:00,True
19276,Pánfilo,Priego,usuario19276@ejemplo.com,377814612,Surco,1962-12-20,2024-04-10 00:00:00,True
19277,Reina,Machado,usuario19277@ejemplo.com,581654316,Callao,1972-05-14,2024-12-17 00:00:00,True
19278,Rolando,Pizarro,usuario19278@ejemplo.com,011990703,Magdalena,1979-05-21,2025-12-23 00:00:00,True
19279,Eugenia,Figueroa,usuario19279@ejemplo.com,225098724,Lince,1958-06-23,2023-10-10 00:00:00,True
19280,Cirino,Villalobos,usuario19280@ejemplo.com,595924706,Pueblo Libre,1976-12-23,2025-04-25 00:00:00,True
19281,Alexandra,Barros,usuario19281@ejemplo.com,669271424,San Borja,1973-01-03,2024-03-17 00:00:00,True
19282,Ricardo,Borrego,usuario19282@ejemplo.com,736253706,La Molina,1993-12-02,2024-01-04 00:00:00,True
19283,Juliana,Guitart,usuario19283@ejemplo.com,114835007,San Borja,1992-07-17,2023-10-16 00:00:00,True
19284,Mario,Casal,usuario19284@ejemplo.com,407838614,Miraflores,1992-09-23,2023-09-21 00:00:00,True
19285,Genoveva,Burgos,usuario19285@ejemplo.com,434131703,Lince,2006-12-06,2024-02-25 00:00:00,True
19286,Haroldo,Piña,usuario19286@ejemplo.com,837578924,Barranco,1993-06-08,2025-12-16 00:00:00,True
19287,Valentín,Cervantes,usuario19287@ejemplo.com,348970918,San Isidro,1988-06-12,2026-01-23 00:00:00,True
19288,Demetrio,Arcos,usuario19288@ejemplo.com,292300484,Lince,2008-04-07,2024-04-03 00:00:00,True
19289,Íñigo,López,usuario19289@ejemplo.com,739918844,Magdalena,1974-12-18,2025-07-27 00:00:00,True
19290,Teo,Llopis,usuario19290@ejemplo.com,657812135,Callao,1959-06-26,2023-12-24 00:00:00,True
19291,Marta,Cabrera,usuario19291@ejemplo.com,859564009,San Juan de Lurigancho,1998-01-20,2025-06-24 00:00:00,True
19292,Erasmo,Meléndez,usuario19292@ejemplo.com,917519906,Miraflores,2008-09-08,2023-10-01 00:00:00,True
19293,Anunciación,Perales,usuario19293@ejemplo.com,939715311,Pueblo Libre,1973-03-22,2024-12-13 00:00:00,True
19294,Azahar,Tello,usuario19294@ejemplo.com,657221459,San Borja,2004-03-22,2025-08-06 00:00:00,True
19295,Andrés,Cano,usuario19295@ejemplo.com,441503226,Pueblo Libre,1997-08-25,2024-11-28 00:00:00,True
19296,Hilda,Alonso,usuario19296@ejemplo.com,566389742,Pueblo Libre,1982-11-01,2024-10-02 00:00:00,True
19297,Micaela,Egea,usuario19297@ejemplo.com,291143726,La Molina,1972-04-06,2025-10-10 00:00:00,True
19298,Isidoro,Clemente,usuario19298@ejemplo.com,865040738,San Isidro,1961-08-09,2024-08-07 00:00:00,True
19299,Viviana,Palomo,usuario19299@ejemplo.com,927928772,Pueblo Libre,1979-07-19,2025-10-25 00:00:00,True
19300,Ramona,Saura,usuario19300@ejemplo.com,252356214,San Juan de Lurigancho,1981-03-08,2025-04-20 00:00:00,True
19301,Goyo,Aguilar,usuario19301@ejemplo.com,866573310,Surco,1975-11-27,2024-04-17 00:00:00,True
19302,Fabián,Arcos,usuario19302@ejemplo.com,368582210,Jesús María,1977-10-19,2024-06-19 00:00:00,True
19303,Aníbal,Trillo,usuario19303@ejemplo.com,786356903,Barranco,1976-06-02,2024-11-01 00:00:00,True
19304,Luisina,Mateos,usuario19304@ejemplo.com,092494115,Jesús María,1972-12-14,2024-02-09 00:00:00,True
19305,Édgar,Tamayo,usuario19305@ejemplo.com,140847556,Lince,1961-02-27,2024-05-07 00:00:00,True
19306,Anunciación,Cabo,usuario19306@ejemplo.com,942287453,Miraflores,1973-12-26,2024-01-16 00:00:00,True
19307,Mónica,Carbó,usuario19307@ejemplo.com,194566145,San Juan de Lurigancho,1985-10-26,2025-11-15 00:00:00,True
19308,Belen,Mendoza,usuario19308@ejemplo.com,640882908,Jesús María,1992-11-24,2023-11-21 00:00:00,True
19309,Asdrubal,Mendizábal,usuario19309@ejemplo.com,873622505,San Borja,1982-07-25,2024-12-19 00:00:00,True
19310,Albina,Rivero,usuario19310@ejemplo.com,578913266,San Borja,1959-02-17,2024-03-25 00:00:00,True
19311,Donato,Cobos,usuario19311@ejemplo.com,380971830,San Isidro,1967-04-29,2024-09-26 00:00:00,True
19312,Manu,Gámez,usuario19312@ejemplo.com,926810631,San Borja,1977-05-15,2024-10-27 00:00:00,True
19313,Hernán,Bernal,usuario19313@ejemplo.com,432040764,Jesús María,1956-10-17,2023-09-23 00:00:00,True
19314,Iván,Mariño,usuario19314@ejemplo.com,996149292,Surco,1970-04-05,2024-04-27 00:00:00,True
19315,Cristian,Exposito,usuario19315@ejemplo.com,193989067,Magdalena,1997-09-23,2024-08-23 00:00:00,True
19316,Vasco,Lara,usuario19316@ejemplo.com,118640719,Barranco,1971-07-18,2025-01-07 00:00:00,True
19317,Reyes,Jáuregui,usuario19317@ejemplo.com,610765000,Barranco,1959-12-22,2024-12-14 00:00:00,True
19318,Esmeralda,Jara,usuario19318@ejemplo.com,052158140,Magdalena,1971-04-11,2024-09-09 00:00:00,True
19319,Rebeca,Pazos,usuario19319@ejemplo.com,717592359,Callao,1970-04-12,2024-04-18 00:00:00,True
19320,María Carmen,Chaves,usuario19320@ejemplo.com,506575104,Lince,1972-06-13,2026-02-04 00:00:00,True
19321,Candela,Bayona,usuario19321@ejemplo.com,048451987,San Isidro,2002-03-15,2024-02-14 00:00:00,True
19322,Remigio,Alfaro,usuario19322@ejemplo.com,020567909,Callao,1997-01-20,2025-01-19 00:00:00,True
19323,Ana Sofía,Ayala,usuario19323@ejemplo.com,584612332,Callao,1964-12-03,2025-09-17 00:00:00,True
19324,Antonio,Ferreras,usuario19324@ejemplo.com,090950383,San Borja,1977-07-19,2025-01-14 00:00:00,True
19325,Ciriaco,Amor,usuario19325@ejemplo.com,917014883,Surco,1985-03-12,2024-07-03 00:00:00,True
19326,Juan José,Cases,usuario19326@ejemplo.com,381302390,Surco,1997-05-08,2025-08-25 00:00:00,True
19327,Águeda,Rios,usuario19327@ejemplo.com,864381976,Jesús María,1959-10-21,2024-12-14 00:00:00,True
19328,Bernabé,Morera,usuario19328@ejemplo.com,468470949,Jesús María,1971-05-07,2024-12-02 00:00:00,True
19329,Isidora,Capdevila,usuario19329@ejemplo.com,988508188,Magdalena,1970-02-11,2023-11-02 00:00:00,True
19330,Luis Ángel,Abellán,usuario19330@ejemplo.com,447953992,San Juan de Lurigancho,1960-03-28,2024-09-20 00:00:00,True
19331,Isaac,Exposito,usuario19331@ejemplo.com,631292475,Miraflores,1991-09-19,2024-07-26 00:00:00,True
19332,Fausto,Valverde,usuario19332@ejemplo.com,484970952,San Juan de Lurigancho,1963-06-19,2024-03-27 00:00:00,True
19333,Palmira,Morata,usuario19333@ejemplo.com,593358196,Barranco,1972-04-17,2024-11-28 00:00:00,True
19334,Rosa María,Palacio,usuario19334@ejemplo.com,504412137,Callao,1993-04-12,2025-01-19 00:00:00,True
19335,María Dolores,Lobo,usuario19335@ejemplo.com,119447236,San Isidro,1987-10-22,2025-01-21 00:00:00,True
19336,Soledad,Palma,usuario19336@ejemplo.com,845868371,Lince,1999-09-08,2025-09-09 00:00:00,True
19337,Benito,Lillo,usuario19337@ejemplo.com,614484085,Surco,1960-10-11,2024-08-15 00:00:00,True
19338,Arsenio,Roldán,usuario19338@ejemplo.com,677939297,Callao,1986-03-26,2024-06-23 00:00:00,True
19339,Elena,Vicente,usuario19339@ejemplo.com,215977939,Callao,2006-04-14,2024-02-29 00:00:00,True
19340,Nerea,Sandoval,usuario19340@ejemplo.com,123442290,Magdalena,2001-11-02,2024-06-16 00:00:00,True
19341,Samu,Pi,usuario19341@ejemplo.com,398777143,Miraflores,2002-06-04,2024-11-12 00:00:00,True
19342,Josefina,Cuadrado,usuario19342@ejemplo.com,230717257,La Molina,1968-10-25,2024-07-15 00:00:00,True
19343,Ale,Arco,usuario19343@ejemplo.com,465037967,Pueblo Libre,1979-08-03,2025-06-27 00:00:00,True
19344,Salvador,Vazquez,usuario19344@ejemplo.com,294158912,Lince,1986-10-15,2024-07-30 00:00:00,True
19345,Mohamed,Salinas,usuario19345@ejemplo.com,648241187,Magdalena,1957-02-17,2025-11-13 00:00:00,True
19346,Maura,Buendía,usuario19346@ejemplo.com,356140595,Surco,1956-01-23,2025-04-04 00:00:00,True
19347,Eusebia,Ortega,usuario19347@ejemplo.com,605848464,Lince,1974-06-30,2024-06-02 00:00:00,True
19348,Joan,Rosado,usuario19348@ejemplo.com,787974321,San Borja,1981-01-08,2024-10-26 00:00:00,True
19349,Julián,Donaire,usuario19349@ejemplo.com,433394282,San Borja,1979-10-27,2025-09-27 00:00:00,True
19350,Édgar,Blasco,usuario19350@ejemplo.com,435390062,Jesús María,1959-04-30,2025-04-05 00:00:00,True
19351,Mario,Oliveras,usuario19351@ejemplo.com,194043875,Pueblo Libre,1963-10-07,2023-10-27 00:00:00,True
19352,Arturo,Garriga,usuario19352@ejemplo.com,530465611,San Borja,1994-10-19,2025-02-05 00:00:00,True
19353,Carmelo,Escobar,usuario19353@ejemplo.com,639555331,La Molina,1996-08-05,2026-02-04 00:00:00,True
19354,Esteban,Lucas,usuario19354@ejemplo.com,728647791,Magdalena,1961-06-17,2023-10-25 00:00:00,True
19355,Caridad,Figuerola,usuario19355@ejemplo.com,379755532,Barranco,2001-11-03,2024-08-08 00:00:00,True
19356,Julio,Sáez,usuario19356@ejemplo.com,080637171,Lince,1982-02-26,2024-02-01 00:00:00,True
19357,Juana,Carpio,usuario19357@ejemplo.com,889106841,Magdalena,1986-04-23,2026-02-04 00:00:00,True
19358,Aitor,Valero,usuario19358@ejemplo.com,728926823,Lince,1984-11-23,2026-01-30 00:00:00,True
19359,Ariadna,Sandoval,usuario19359@ejemplo.com,891766709,San Isidro,1960-09-08,2024-03-04 00:00:00,True
19360,José,Galán,usuario19360@ejemplo.com,719491177,La Molina,2007-12-24,2025-10-25 00:00:00,True
19361,Teresita,Novoa,usuario19361@ejemplo.com,622749000,San Borja,1997-04-09,2025-11-10 00:00:00,True
19362,Jose Carlos,Vendrell,usuario19362@ejemplo.com,709345208,Jesús María,1960-02-23,2025-03-29 00:00:00,True
19363,Ignacia,Ayuso,usuario19363@ejemplo.com,920051265,San Borja,2002-01-03,2024-08-14 00:00:00,True
19364,Fabio,Guijarro,usuario19364@ejemplo.com,202706413,Pueblo Libre,2002-02-12,2025-08-21 00:00:00,True
19365,Héctor,Oliveras,usuario19365@ejemplo.com,917408378,Pueblo Libre,1975-05-24,2025-12-20 00:00:00,True
19366,Viviana,Pinilla,usuario19366@ejemplo.com,868768280,Surco,1958-02-11,2024-07-05 00:00:00,True
19367,Rosalva,Bayo,usuario19367@ejemplo.com,954538511,Lince,1961-08-16,2023-09-25 00:00:00,True
19368,Selena,Valls,usuario19368@ejemplo.com,258787419,Jesús María,1960-03-24,2025-03-07 00:00:00,True
19369,Norberto,Cuevas,usuario19369@ejemplo.com,302768248,San Isidro,2001-12-21,2024-08-31 00:00:00,True
19370,Celestina,Prado,usuario19370@ejemplo.com,629467252,Magdalena,1994-01-10,2024-12-05 00:00:00,True
19371,Calista,Arnal,usuario19371@ejemplo.com,319294484,San Isidro,1977-02-24,2024-05-07 00:00:00,True
19372,Jovita,Tolosa,usuario19372@ejemplo.com,625168312,San Isidro,1972-03-28,2023-10-22 00:00:00,True
19373,Hugo,Botella,usuario19373@ejemplo.com,037605445,La Molina,1992-05-28,2024-09-09 00:00:00,True
19374,Julia,Gilabert,usuario19374@ejemplo.com,478983857,Jesús María,1996-01-16,2026-01-20 00:00:00,True
19375,María Belén,Rincón,usuario19375@ejemplo.com,915548065,Miraflores,2005-04-21,2023-09-20 00:00:00,True
19376,Alma,Aguirre,usuario19376@ejemplo.com,451176091,Callao,1958-10-09,2025-02-25 00:00:00,True
19377,Eustaquio,Urrutia,usuario19377@ejemplo.com,817458309,Miraflores,1958-10-13,2026-02-25 00:00:00,True
19378,Ismael,Cabello,usuario19378@ejemplo.com,463093043,San Juan de Lurigancho,1979-01-02,2024-06-22 00:00:00,True
19379,Brunilda,Royo,usuario19379@ejemplo.com,723938749,Surco,1979-10-31,2025-06-06 00:00:00,True
19380,Ruperto,Galiano,usuario19380@ejemplo.com,626048183,La Molina,1973-03-29,2024-07-01 00:00:00,True
19381,Cebrián,Roda,usuario19381@ejemplo.com,706248769,San Juan de Lurigancho,1974-06-18,2024-05-17 00:00:00,True
19382,Flavia,Lastra,usuario19382@ejemplo.com,063817197,Surco,1998-08-26,2024-09-12 00:00:00,True
19383,Flora,Echevarría,usuario19383@ejemplo.com,720891610,San Borja,1955-11-17,2024-08-04 00:00:00,True
19384,Rosario,Chacón,usuario19384@ejemplo.com,985898783,San Borja,1986-07-19,2025-03-09 00:00:00,True
19385,Emiliano,Echeverría,usuario19385@ejemplo.com,596284555,Callao,2007-12-26,2024-11-12 00:00:00,True
19386,Abril,Milla,usuario19386@ejemplo.com,467473248,Miraflores,1986-08-30,2024-05-29 00:00:00,True
19387,Josefa,Gallart,usuario19387@ejemplo.com,128305627,Barranco,1967-01-01,2024-05-13 00:00:00,True
19388,Gertrudis,Alcolea,usuario19388@ejemplo.com,829512853,Miraflores,1978-06-16,2023-12-30 00:00:00,True
19389,Clímaco,Diego,usuario19389@ejemplo.com,557108175,Surco,1992-01-25,2024-07-06 00:00:00,True
19390,Pelayo,Agullo,usuario19390@ejemplo.com,257134816,Barranco,1998-12-08,2026-02-11 00:00:00,True
19391,Febe,Macias,usuario19391@ejemplo.com,493453193,San Isidro,1998-11-27,2025-11-17 00:00:00,True
19392,Artemio,Coca,usuario19392@ejemplo.com,756573813,San Juan de Lurigancho,1996-11-02,2023-09-15 00:00:00,True
19393,Martin,Cisneros,usuario19393@ejemplo.com,223395060,Surco,1984-10-03,2025-03-18 00:00:00,True
19394,Lázaro,Manrique,usuario19394@ejemplo.com,044260321,Callao,1971-12-22,2026-02-16 00:00:00,True
19395,Selena,González,usuario19395@ejemplo.com,752710992,San Isidro,1983-01-11,2024-05-11 00:00:00,True
19396,Ramiro,Castell,usuario19396@ejemplo.com,531506992,Magdalena,1990-03-17,2025-01-25 00:00:00,True
19397,Bartolomé,Ribera,usuario19397@ejemplo.com,187634950,Callao,1996-04-23,2026-01-24 00:00:00,True
19398,Clímaco,Guzman,usuario19398@ejemplo.com,447236001,San Borja,1967-11-08,2025-05-24 00:00:00,True
19399,Florentino,Velázquez,usuario19399@ejemplo.com,488155285,Surco,1978-05-28,2024-07-24 00:00:00,True
19400,Ale,Álvaro,usuario19400@ejemplo.com,766615577,Miraflores,1960-11-29,2025-01-14 00:00:00,True
19401,Ruy,Bayona,usuario19401@ejemplo.com,698305992,Callao,1992-04-07,2024-05-12 00:00:00,True
19402,Eva María,Román,usuario19402@ejemplo.com,612775847,Pueblo Libre,1982-02-26,2025-03-14 00:00:00,True
19403,José Ángel,Vargas,usuario19403@ejemplo.com,840444414,Surco,1986-08-26,2025-08-28 00:00:00,True
19404,Bernardino,Navas,usuario19404@ejemplo.com,701927848,Surco,1999-07-15,2025-07-12 00:00:00,True
19405,Nilda,Bravo,usuario19405@ejemplo.com,294763340,Barranco,1997-10-06,2025-01-08 00:00:00,True
19406,América,Girón,usuario19406@ejemplo.com,431010012,Pueblo Libre,1974-07-12,2025-07-29 00:00:00,True
19407,Teófilo,Serrano,usuario19407@ejemplo.com,398610703,San Isidro,1997-12-22,2024-05-21 00:00:00,True
19408,Pilar,Tejada,usuario19408@ejemplo.com,715235964,Magdalena,1975-07-18,2026-02-13 00:00:00,True
19409,Mayte,Alfaro,usuario19409@ejemplo.com,941024376,Jesús María,1989-05-10,2025-09-10 00:00:00,True
19410,Eligia,Jimenez,usuario19410@ejemplo.com,199110583,Miraflores,1984-06-28,2026-02-16 00:00:00,True
19411,Luciano,Roldan,usuario19411@ejemplo.com,825721422,San Borja,1979-02-21,2024-05-16 00:00:00,True
19412,Socorro,Lloret,usuario19412@ejemplo.com,933384422,Barranco,1989-05-17,2026-02-09 00:00:00,True
19413,Teresa,García,usuario19413@ejemplo.com,221436680,Surco,1997-06-15,2023-11-21 00:00:00,True
19414,Melchor,Rueda,usuario19414@ejemplo.com,231190999,La Molina,1982-07-16,2023-12-18 00:00:00,True
19415,Ainara,Pomares,usuario19415@ejemplo.com,576398160,Surco,1981-06-19,2025-01-31 00:00:00,True
19416,Estela,Marí,usuario19416@ejemplo.com,049031582,Callao,1996-04-04,2024-03-04 00:00:00,True
19417,Maxi,Andrés,usuario19417@ejemplo.com,996320038,Jesús María,1958-11-07,2025-10-10 00:00:00,True
19418,Albina,Juan,usuario19418@ejemplo.com,669535310,La Molina,1992-04-04,2024-03-13 00:00:00,True
19419,Sandra,Rocha,usuario19419@ejemplo.com,113980677,Pueblo Libre,1983-05-19,2024-11-24 00:00:00,True
19420,Amelia,Santamaria,usuario19420@ejemplo.com,395778719,Lince,1975-02-24,2025-06-30 00:00:00,True
19421,Paulina,Macias,usuario19421@ejemplo.com,227393848,San Borja,1967-12-18,2023-12-11 00:00:00,True
19422,Ángel,Rivero,usuario19422@ejemplo.com,740963471,San Juan de Lurigancho,2007-07-12,2024-05-20 00:00:00,True
19423,Efraín,Espejo,usuario19423@ejemplo.com,274879168,La Molina,1979-06-18,2026-02-04 00:00:00,True
19424,Lázaro,Araujo,usuario19424@ejemplo.com,428157991,San Juan de Lurigancho,2003-11-13,2023-11-24 00:00:00,True
19425,Rafaela,Reina,usuario19425@ejemplo.com,240138436,Lince,2003-04-14,2024-10-11 00:00:00,True
19426,Concha,Milla,usuario19426@ejemplo.com,916203502,San Juan de Lurigancho,1965-11-24,2025-11-27 00:00:00,True
19427,Faustino,Tena,usuario19427@ejemplo.com,967993752,Callao,1969-11-05,2024-01-11 00:00:00,True
19428,Marisol,Haro,usuario19428@ejemplo.com,396272220,La Molina,1978-12-22,2025-04-23 00:00:00,True
19429,Cruz,Pareja,usuario19429@ejemplo.com,927480847,Jesús María,1979-12-26,2024-04-21 00:00:00,True
19430,Mirta,Serra,usuario19430@ejemplo.com,405244341,Pueblo Libre,1975-07-04,2025-02-18 00:00:00,True
19431,Florentina,Feijoo,usuario19431@ejemplo.com,219327866,Jesús María,2006-09-04,2024-04-06 00:00:00,True
19432,Lourdes,Jover,usuario19432@ejemplo.com,743982759,San Borja,2007-07-15,2025-06-13 00:00:00,True
19433,Gregorio,Gabaldón,usuario19433@ejemplo.com,870087911,Miraflores,1996-11-22,2024-02-23 00:00:00,True
19434,Lope,Cabo,usuario19434@ejemplo.com,252974697,Jesús María,1986-04-19,2024-08-23 00:00:00,True
19435,Ema,Giralt,usuario19435@ejemplo.com,166319870,San Borja,1972-06-29,2023-12-15 00:00:00,True
19436,Nazaret,Raya,usuario19436@ejemplo.com,148390953,Barranco,2004-06-16,2025-02-24 00:00:00,True
19437,Baldomero,Palma,usuario19437@ejemplo.com,479439086,Callao,1958-05-26,2025-04-24 00:00:00,True
19438,Adelaida,Armas,usuario19438@ejemplo.com,161563976,La Molina,1966-06-22,2025-02-13 00:00:00,True
19439,Isidoro,Vendrell,usuario19439@ejemplo.com,919520883,Barranco,2000-05-12,2025-06-14 00:00:00,True
19440,Jorge,Arana,usuario19440@ejemplo.com,275581625,Lince,2005-06-24,2024-02-19 00:00:00,True
19441,Vito,Reguera,usuario19441@ejemplo.com,873769688,San Isidro,1960-12-04,2025-05-18 00:00:00,True
19442,Manu,Verdú,usuario19442@ejemplo.com,980646345,Jesús María,1962-03-05,2024-04-29 00:00:00,True
19443,Benito,Puig,usuario19443@ejemplo.com,955330681,Jesús María,1981-10-13,2024-08-16 00:00:00,True
19444,Concha,Torrents,usuario19444@ejemplo.com,545806525,Magdalena,1977-06-26,2024-04-22 00:00:00,True
19445,Julián,Ros,usuario19445@ejemplo.com,299108531,Jesús María,1992-06-02,2025-03-04 00:00:00,True
19446,Narcisa,Paniagua,usuario19446@ejemplo.com,670706450,Magdalena,1956-08-17,2025-08-10 00:00:00,True
19447,Francisca,Valverde,usuario19447@ejemplo.com,403840996,Callao,1962-08-22,2024-01-26 00:00:00,True
19448,Esmeralda,Bou,usuario19448@ejemplo.com,314939083,La Molina,1967-11-26,2024-09-29 00:00:00,True
19449,Leoncio,Fajardo,usuario19449@ejemplo.com,171424437,Barranco,1979-05-12,2023-12-17 00:00:00,True
19450,Jose Manuel,Bellido,usuario19450@ejemplo.com,520156389,La Molina,1974-10-02,2024-08-03 00:00:00,True
19451,Rubén,Lluch,usuario19451@ejemplo.com,714858167,San Juan de Lurigancho,2002-11-25,2023-10-07 00:00:00,True
19452,Luís,Moliner,usuario19452@ejemplo.com,175226448,Barranco,1997-05-10,2024-04-23 00:00:00,True
19453,Elpidio,Boix,usuario19453@ejemplo.com,705500795,Lince,1992-10-20,2024-04-30 00:00:00,True
19454,Natanael,Marco,usuario19454@ejemplo.com,266965806,Magdalena,1993-09-24,2024-12-17 00:00:00,True
19455,Valero,Valcárcel,usuario19455@ejemplo.com,209532238,Callao,1974-03-22,2025-09-19 00:00:00,True
19456,Sancho,Peñalver,usuario19456@ejemplo.com,153094966,Jesús María,1966-01-21,2023-10-31 00:00:00,True
19457,Virginia,Pinedo,usuario19457@ejemplo.com,129726976,San Borja,1982-12-09,2025-07-23 00:00:00,True
19458,Alberto,Alfonso,usuario19458@ejemplo.com,679631396,Jesús María,1995-11-01,2025-01-24 00:00:00,True
19459,Bernarda,Aliaga,usuario19459@ejemplo.com,080814981,La Molina,1994-01-19,2024-09-17 00:00:00,True
19460,Manu,Vaquero,usuario19460@ejemplo.com,570311674,Lince,1957-06-08,2025-06-28 00:00:00,True
19461,Silvia,Ramis,usuario19461@ejemplo.com,189177139,Surco,1983-01-28,2026-01-30 00:00:00,True
19462,Clarisa,Mata,usuario19462@ejemplo.com,316032788,Callao,1959-04-28,2023-11-22 00:00:00,True
19463,María Teresa,Gallardo,usuario19463@ejemplo.com,596540069,San Borja,2003-02-02,2024-11-02 00:00:00,True
19464,Trinidad,Moraleda,usuario19464@ejemplo.com,993508896,Lince,1995-06-15,2024-09-10 00:00:00,True
19465,Faustino,Real,usuario19465@ejemplo.com,071925642,San Borja,2002-12-13,2026-02-25 00:00:00,True
19466,Alfredo,Pujadas,usuario19466@ejemplo.com,149613302,Magdalena,1991-09-25,2024-06-16 00:00:00,True
19467,Rodolfo,Segovia,usuario19467@ejemplo.com,449996571,La Molina,2006-04-20,2025-06-25 00:00:00,True
19468,Martirio,Adán,usuario19468@ejemplo.com,308999577,Surco,1992-11-04,2023-12-31 00:00:00,True
19469,Olga,Hurtado,usuario19469@ejemplo.com,970439179,Callao,1971-08-26,2025-01-07 00:00:00,True
19470,Anastasia,León,usuario19470@ejemplo.com,301158926,Pueblo Libre,2003-04-23,2024-08-04 00:00:00,True
19471,Dorita,Piña,usuario19471@ejemplo.com,339182274,Barranco,1998-03-25,2024-04-28 00:00:00,True
19472,Teobaldo,Gonzalo,usuario19472@ejemplo.com,285989455,Callao,2000-11-01,2025-06-17 00:00:00,True
19473,Belén,Zapata,usuario19473@ejemplo.com,682493660,La Molina,1969-09-04,2025-06-25 00:00:00,True
19474,Nuria,Murillo,usuario19474@ejemplo.com,037244930,San Juan de Lurigancho,1957-09-03,2024-12-16 00:00:00,True
19475,Geraldo,Conde,usuario19475@ejemplo.com,330672250,Pueblo Libre,1976-12-27,2024-03-24 00:00:00,True
19476,José Luis,Fortuny,usuario19476@ejemplo.com,139718952,Lince,2006-07-02,2023-09-26 00:00:00,True
19477,Wálter,Grau,usuario19477@ejemplo.com,943031945,Magdalena,1997-03-10,2026-01-28 00:00:00,True
19478,Maricela,Garzón,usuario19478@ejemplo.com,741417807,Lince,1976-10-21,2026-02-05 00:00:00,True
19479,Lázaro,Checa,usuario19479@ejemplo.com,753530469,San Juan de Lurigancho,1965-05-21,2023-12-13 00:00:00,True
19480,Alejandro,Amigó,usuario19480@ejemplo.com,077912513,La Molina,1960-12-19,2025-04-09 00:00:00,True
